文件	增长	通胀	货币政策	市场
19990501 PIMCO Shakespeare In LoveThe Phantom Menace _ PIMCO Gross	"(这边文章展示了PIMCO secular forum的一些看法。观点比较散，整体观点是赞同生产率进步的背景，但也看到未来几年波动性会加剧因为不平衡仍在）（等于没说）
    回顾一下1990s，在1997年6月以前，美国经济是Goldilocks/Betler Creek，增长强，通胀低。后来是泰国等亚洲金融危机，俄罗斯违约。在我们看来，根本原因是全球供给过剩。到现在的1999年5月，全球经济没有两年前那么危险了，但依然有着长期风险，波动性不可小觑。
    这种波动性根深蒂固的源于资本主义本身。
    1990s的情况导致另一个令人震惊的结论，the real economy does not determine the level of today's financial markets but vice versa. 联储前主席Paul Volcker提到，the health of the U.S. economy depends on the price of the S&P 500, and that in turn depends on the forturnes of its 50 largetst-cap stocks. 
    我们一直赞同the ""new"" paradigh的论证，很久以前就赞同。The information revolution has led to an apparent smoothing of business cycles by minimizing inventory levels to name just one major benefit. Productivity may have shot up by 1/2 to 1% annually..."			
19990507 GS UEA Higher Oil Prices will Creep into Core Inflation	"我们上调1999年增长预期值4.2%，2000年增长上调至2.5%，响应的我们预期联储在2000H2会加息。
    尽管NAPM略微下降，但仍明显高于50."			
19990507 JPM_Global_Data_Watch_Gl_1999-05-07_19990507	全球经济活动的回升尚未确立，当前商品价格的上涨还需要真正的增长来巩固。			
19990513 FOMC Greenbook_Password_Removed	"美国经济继续享受高增长、低通胀的组合。最近六周的增长比预期好，而工资显著低位，劳动生产率大幅上升。企业盈利超预期强劲，股票价格随时上涨。
    生产率进步的好消息让人更加相信更高的投资带来更高的效率。
    但我们仍然预期经济增长在2000年回落至2-2.5%，当前的低失业率是不可持续的，最终需要联储加息。"			
19990514 FOMC Bluebook_Password_Removed	"（2月份收益率上升，道琼斯走平，科技股大幅调整，这个是极其宽松货币政策的退潮；3月份是震荡，主要是吸收2月份收益率上升的超调；4月份收益率再度回升，但这一次伴随着股市的整体上升，其中道琼斯领涨，反映了经济复苏的预期）
    美国经济数据好，全球增长前景也不错，工业品价格在上升，这都促使了收益率开始延续2月份的上升势头。盈利预期前景向好，股市上涨。"		市场开始预期联储在10月份会议有一半可能性加息25bp。	
19990514 GE UEA Monetary Data Provide Little Hint of a Demand Slowdown	4月工业生产数据大幅上升，确认了工业部门在走强。	4月CPI数据大幅超预期向上，headline CPI受到油价推动而大幅上升，而Core也上升0.4%创1995年以来单月最高	"增长强、CPI回升的背景下，市场愈发预期5月FOMC会议将采取更偏鹰派的表态。
    我们暂时认为5.18 FOMC维持中性。"	
19990514 JPM_Global_Data_Watch_U__1999-05-14_19990514	"美国CPI数据让担忧重现，U.S. demand needs to slow quickly，否则将导致联储加息。
    欧洲消费在加速上升。"			
19990518 FOMC Transcript_Password_Removed	"格林斯潘：（看到需求回升较快，尚未看到通胀确定迹象，但为了保险起见，转为鹰派立场）
  unit labor cost依然增速很低，而profit margins有回升迹象。当前证券分析师对盈利预期上修，这对应着宏观上的生产率增速的预期本质上在上升。有趣之处是，虽然生产率在进步，但工资却没有上升。
    Nonetheless, I can’t get away from the fact that the growth in aggregate demand still exceeds the rate of increase in productivity and is continuing to put pressure on the system. I find it very difficult to uncover any useful evidence that suggests the increase in aggregate demand is slowing. Obviously, we are absorbing goods from abroad at an unprecedented pace.


（1999年的盈利增速和GDP的productivity growth数据是怎样的？看一眼）"	"格林斯潘：
    当前通胀继续下降的势头已经停止了，但要说确定性的在回升，似乎也不能很确定。最新一个月的CPI数据有噪音，更不用提CPI本身统计上也有问题。"	"格林斯潘：
    当前不需要立刻加息，也很有可能在下一次会议之前不需要临时加息，但临时加息的可能性确实存在了。一旦临时加息，对于市场的影响是破坏性的，因此为了避免这个情况，当前表明鹰派立场也没有问题。"	"FOMC声明：
    In view of the evidence currently available, the Committee believes that prospective developments are more likely to warrant an increase than a decrease in the federal funds rate operating objective during the intermeeting period.”"
19990521 GS UEA The Dark Side of the Brave New Business Cycle	"尽管我们预期美国经济会继续扩张，但是也要看到，美国经济产生了许多根本性的不平衡，包括the household saving rate is unusually low, corporations are taking on debt to fund share buybacks, and the private-sector deficit is wide. When these imbalances are inevitably corrected, the Brave New Business Cycle will reveal its dark side.
    尽管以股票市值衡量，企业的杠杆率不高。但实际上，如果以净资产衡量，企业杠杆率是非常高的。（这也解开了我一个疑惑，那就是企业利差迟迟下不来。原因就是企业的资产负债表实际上在持续恶化）
    如果股市持续下跌，这可能形成一个自我加强的循环（这一点看的还是有深度的），如果叠加衰退期间，会让这个衰退更长。
    暂时没有看到这些不平衡自我调整的迹象。"		联储偏鹰表态，这让我们改变预测，我们现在预测1999年会有一次25bp加息，2000年会有50bp加息。（这不就是跟着联储走么）（也是跟着市场走）	
19990521 JPM_Global_Data_Watch_Fe_1999-05-21_19990521	"美国贸易赤字持续上升（美国确实是拉起全球需求的重要力量，这几个月的各种报告都在汇报美国贸易赤字扩大）
    EM、欧洲、亚洲除日本以外EM、俄罗斯都在转好。但日本仍然前景不清楚。"			
19990528 GS UEA Coming to Grips with the Prospect of Fed Tightening	"当前的数据mixed，但也没有消除市场对联储加息的预期。
    虽然工业产出数据、Chicago PMI边际走弱，但居民信心、房地产turnover在上涨，油价上涨虽然侵蚀居民实际收入但也仅是短暂现象。"		联储将密切关注5月CPI，即使CPI温和，如果其他数据依然强劲，例如汽车、零售等，仍有可能导致6月份FOMC加息。	最近华盛顿政局陷入僵局，难以出炉有效的法案。
19990601 BCA, The Bank Credit Analyst DEFLATIONARY FORCES, LIQUIDITY TRAPS AND THE COMING SUPPLY-SIDE RECESSION	"    当前增长强而通胀弱，看起来过去几年的潜在增速是在上升。联储所认为的潜在增速在去年是2.25%，当前是3%，尽管这是很大幅度上升，但当前的GDP增速是4%，依然高于潜在增速。失业率下行佐证了当前增速高于潜在增速，因此增长还需放缓。但是当前增长并没有放缓的迹象。居民收入和财富效应很好，企业为了保持竞争力而大幅投资，最近也有补库存需求，部分源于2K问题。
    在6个月前，全球还面临通缩危险，而当前全球大幅改善。韩国从危机中大幅反弹，连巴西在1999Q1也录得了证增长，日本最差但也有企稳迹象，欧洲居民消费在上升。
    但是，全球通缩风险并未彻底解除。商品价格尚未出现显著回升趋势。因此政府仍会保持宽松。"	"    当然，4月份的一个月CPI跳升尚不足以确立趋势。但强劲的美国增长持续高于趋势，全球增长也逐渐修复，这意味着通胀上行风险上升。
    不过，由于通胀预期尚稳，因此即使联储选择偏晚加息，通胀最终不至于失控。"	"联储将收紧货币政策，以让经济放缓。市场预期联储将缓慢加息，我们也同意。但重要的是要看到，2000年将难以看到当前的这种友好的货币环境。
    联储在过去两年持续对通胀预测错误，当前选择宁愿偏晚加息。这不至于使得通胀失控，但股市将进一步高估，等到真的需要加息的时候，就怕软着陆将变得非常困难（这已经趋近2000年的真相）"	"股市。友好的货币环境把股市推得更高，但联储加息也在路上，明年难以继续看到如此友好的货币环境。在高估值情况下面对联储加息，股市的风险将高位上升。尽管如此，a major bear market does not seem likely (也许大萧条那种算是major吧）。
    当前美股的增量资金并不是来自货币基金，而是来自M&A boom。
    中性配置债券。当前市场已经price in联储加息50bp，但收益率可能上升更高，直到通胀风险被控制。但是我们依然长期看好债券，因此仍维持中性配置。
    等待债券买点。当前债券略微低估，但过去的规律是，债券会上涨到2个标准差以上的时候再见到拐点。当前周期趋势不利于债券，但最佳买点还需等待。
（美元的持续走强，其实也是一种市场信心，美元就是美国经济的整体估值）（美国股市在1995年触底回升，1997年开始泡沫话，这也对应着美国经济在1995年生产率上升，1997年美股开始泡沫化，一回事。1998年俄罗斯违约期间，美元实际上是走弱的，当时的美元是风险货币）"
